"2017-09-18 06:00:00","445179","13","0","Dalam","O","0"
"2017-09-18 06:00:00","445179","13","1","waktu","O","0"
"2017-09-18 06:00:00","445179","13","2","dekat","O","0"
"2017-09-18 06:00:00","445179","13","3",",","O","0"
"2017-09-18 06:00:00","445179","13","4","imbuh","O","0"
"2017-09-18 06:00:00","445179","13","5","Deddy","U-PER","1"
"2017-09-18 06:00:00","445179","13","6",",","O","0"
"2017-09-18 06:00:00","445179","13","7","pelaku","O","0"
"2017-09-18 06:00:00","445179","13","8","pasar","O","0"
"2017-09-18 06:00:00","445179","13","9","akan","O","0"
"2017-09-18 06:00:00","445179","13","10","fokus","O","0"
"2017-09-18 06:00:00","445179","13","11","pada","O","0"
"2017-09-18 06:00:00","445179","13","12","agenda","O","0"
"2017-09-18 06:00:00","445179","13","13","Federal","B-ORG","0"
"2017-09-18 06:00:00","445179","13","14","Open","I-ORG","0"
"2017-09-18 06:00:00","445179","13","15","Market","I-ORG","0"
"2017-09-18 06:00:00","445179","13","16","Committee","I-ORG","0"
"2017-09-18 06:00:00","445179","13","17","(","I-ORG","0"
"2017-09-18 06:00:00","445179","13","18","FOMC","I-ORG","0"
"2017-09-18 06:00:00","445179","13","19",")","L-ORG","0"
"2017-09-18 06:00:00","445179","13","20","pada","O","0"
"2017-09-18 06:00:00","445179","13","21","20","O","0"
"2017-09-18 06:00:00","445179","13","22","September","O","0"
"2017-09-18 06:00:00","445179","13","23","2017","O","0"
"2017-09-18 06:00:00","445179","13","24","yang","O","0"
"2017-09-18 06:00:00","445179","13","25","diproyeksi","O","0"
"2017-09-18 06:00:00","445179","13","26","dovish","O","0"
"2017-09-18 06:00:00","445179","13","27","seiring","O","0"
"2017-09-18 06:00:00","445179","13","28","dengan","O","0"
"2017-09-18 06:00:00","445179","13","29","melambatnya","O","0"
"2017-09-18 06:00:00","445179","13","30","data-data","O","0"
"2017-09-18 06:00:00","445179","13","31","ekonomi","O","0"
"2017-09-18 06:00:00","445179","13","32","AS","U-GEO","0"
"2017-09-18 06:00:00","445179","13","33",".","O","0"
"2017-09-27 06:00:00","445363","16","0","Direktur","B-JOB","1"
"2017-09-27 06:00:00","445363","16","1","Keuangan","L-JOB","1"
"2017-09-27 06:00:00","445363","16","2","Asabri","U-ORG","1"
"2017-09-27 06:00:00","445363","16","3","Hari","B-PER","1"
"2017-09-27 06:00:00","445363","16","4","Setianto","L-PER","1"
"2017-09-27 06:00:00","445363","16","5","mengatakan","O","0"
"2017-09-27 06:00:00","445363","16","6","hingga","O","0"
"2017-09-27 06:00:00","445363","16","7","Agustus","O","0"
"2017-09-27 06:00:00","445363","16","8","2017","O","0"
"2017-09-27 06:00:00","445363","16","9",",","O","0"
"2017-09-27 06:00:00","445363","16","10","porsi","O","0"
"2017-09-27 06:00:00","445363","16","11","investasi","O","0"
"2017-09-27 06:00:00","445363","16","12","SBN","O","0"
"2017-09-27 06:00:00","445363","16","13","Asabri","U-ORG","0"
"2017-09-27 06:00:00","445363","16","14","baru","O","0"
"2017-09-27 06:00:00","445363","16","15","mencapai","O","0"
"2017-09-27 06:00:00","445363","16","16","sekitar","O","0"
"2017-09-27 06:00:00","445363","16","17","25","O","0"
"2017-09-27 06:00:00","445363","16","18","%","O","0"
"2017-09-27 06:00:00","445363","16","19",".","O","0"
"2017-09-04 06:00:00","444749","6","0","Dibandingkan","O","0"
"2017-09-04 06:00:00","444749","6","1","bulan","O","0"
"2017-09-04 06:00:00","444749","6","2","sebelumnya","O","0"
"2017-09-04 06:00:00","444749","6","3","pertumbuhannya","O","0"
"2017-09-04 06:00:00","444749","6","4","hanya","O","0"
"2017-09-04 06:00:00","444749","6","5","tujuh","O","0"
"2017-09-04 06:00:00","444749","6","6","persen","O","0"
"2017-09-04 06:00:00","444749","6","7",".","O","0"
